id	sample_id	step_order	sintering_temperature	sintering_duration
461	502	1	1400	600
462	503	1	1400	600
463	504	1	1400	600
464	505	1	1400	600
465	506	1	1400	600
466	507	1	1400	600
467	508	1	1400	600
468	509	1	1400	600
469	510	1	1400	600
470	511	1	1400	600
471	512	1	1400	600
472	513	1	1400	600
473	514	1	1400	600
474	515	1	1400	600
475	516	1	1400	600
476	517	1	1400	600
477	518	1	1400	600
478	519	1	1400	600
479	520	1	1400	600
480	521	1	1400	600
481	522	1	1400	600
482	523	1	1400	600
483	524	1	1400	600
484	525	1	1400	600
485	526	1	1400	600
486	527	1	1400	600
487	528	1	1400	600
488	529	1	1400	600
489	530	1	1400	600
490	531	1	1400	600
491	532	1	1400	600
492	533	1	1400	600
493	534	1	1400	600
494	535	1	1400	600
495	536	1	1400	600
496	537	1	1400	600
497	538	1	1400	600
498	539	1	1400	600
499	540	1	1400	600
500	541	1	1400	600
501	542	1	1400	600
502	543	1	1400	600
503	544	1	1400	600
504	545	1	1400	600
505	546	1	1400	600
506	547	1	1400	600
507	548	1	1400	600
508	549	1	1400	600
509	550	1	1400	600
510	551	1	1400	600
511	552	1	1400	600
512	553	1	1400	600
513	554	1	1400	600
514	555	1	1400	600
515	556	1	1400	600
516	557	1	1400	600
517	558	1	1400	600
518	559	1	1400	600
519	560	1	1400	600
520	561	1	1400	600
521	562	1	1400	600
522	563	1	1400	600
523	564	1	1400	600
524	565	1	1400	600
525	566	1	1400	600
526	567	1	1400	600
527	568	1	1400	600
528	569	1	1400	600
529	570	1	1400	600
530	571	1	1400	600
531	572	1	1400	600
532	573	1	1400	600
533	574	1	1400	600
534	575	1	1400	600
535	576	1	1400	600
536	577	1	1400	600
537	578	1	1400	600
538	579	1	1400	600
539	580	1	1400	600
540	581	1	1400	600
541	582	1	1400	600
542	583	1	1400	600
543	584	1	1400	600
544	585	1	1400	600
545	586	1	1400	600
546	587	1	1400	600
547	588	1	1400	600
548	589	1	1400	600
549	590	1	1400	600
550	591	1	1400	600
551	592	1	1400	600
552	593	1	1400	600
553	594	1	1400	600
554	595	1	1400	600
555	596	1	1400	600
556	597	1	1400	600
557	598	1	1400	600
558	599	1	1400	600
559	600	1	1400	600
560	601	1	1400	600
561	602	1	1400	600
562	603	1	1400	600
563	604	1	1400	600
564	605	1	1400	600
565	606	1	1400	600
566	607	1	1400	600
567	608	1	1400	600
568	609	1	1400	600
569	610	1	1400	600
570	611	1	1400	600
571	612	1	1400	600
572	613	1	1400	600
573	614	1	1400	600
574	615	1	1400	600
575	616	1	1100	300
576	617	1	1100	300
577	618	1	1100	300
578	619	1	1100	300
579	620	1	1100	300
580	621	1	1350	300
581	622	1	1350	300
582	623	1	1350	300
583	624	1	1350	300
584	625	1	1350	300
585	626	1	1350	300
586	627	1	1400	300
587	628	1	1400	300
588	629	1	1400	300
589	630	1	1400	300
590	631	1	1400	300
591	632	1	1400	300
592	633	1	1400	300
593	634	1	1400	300
594	635	1	1400	300
595	636	1	1100	300
596	637	1	1100	300
597	638	1	1100	300
598	639	1	1100	300
599	640	1	1100	300
600	641	1	1100	300
601	642	1	1100	300
602	643	1	1100	300
603	644	1	1100	300
604	645	1	1100	300
605	646	1	1100	300
606	647	1	1100	300
607	648	1	1100	300
608	649	1	1100	300
609	650	1	1100	300
610	651	1	1100	300
611	652	1	1400	300
612	653	1	1400	300
613	654	1	1400	300
614	655	1	1400	300
615	656	1	1400	300
616	657	1	1400	300
617	658	1	1400	300
618	659	1	1400	300
619	660	1	1400	300
620	661	1	1400	300
621	662	1	1400	300
